n07851443 double_cream
n03628511 kremlin
n04088797 ride
n02211627 mason_bee
n12771390 kaki
n12771390 diospyros_kaki
n01924916 flatworm
n02419336 chamois
n02963987 cardroom
n12244153 rhododendron
n11869351 cress
n03481521 hammer
n03481521 power_hammer
n02099712 labrador_retriever
n03956922 plant
n03956922 works
n03956922 industrial_plant
n02986160 cattle_guard
n07693223 schnecken
n04449550 tollgate
n02015357 weka
n04443433 toboggan
n12583126 fan_palm
n03362639 fleece
n02284884 tortrix
n13914608 block
n13914608 cube
n04356925 sun_porch
n04356925 sunroom
n04356925 solarium
n02177972 weevil
n02800213 baseball_glove
n02800213 glove
n02800213 mitt
n07766723 marang
n04158002 scuttle
n06276697 broadcasting
n03834040 nuclear_reactor
n03834040 reactor
n04322026 stock
n04322026 gunstock
n04035836 quiver
n02339376 vole
n02339376 field_mouse
n02893608 breadbasket
n04065464 recreation_room
n04065464 rec_room
n07731587 endive
n07864638 tetrazzini
n01488918 requiem_shark
n04503499 twinjet
n02451415 tayra
n02451415 taira
n03236423 dredger
n02535759 landlocked_salmon
n02757927 audiovisual
n12853080 origanum
n01755581 diamondback
n01755581 diamondback_rattlesnake
n03822171 newspaper
n03822171 paper
n02682569 aerator
n07826453 angelica
n03430418 gazebo
n03430418 summerhouse
n04538403 viscose_rayon
n04538403 viscose
n03447358 golliwog
n05449959 leukocyte
n05449959 white_cell
n05449959 wbc
n03790512 motorcycle
n03790512 bike
n03945615 pipe
n07894703 montrachet
n02508021 raccoon
n02508021 racoon
n10542761 runner
n02129604 tiger
n02129604 panthera_tigris
n02364520 cavy
n02439033 giraffe
n09416076 rock
n09416076 stone
n03020416 chip
n02655020 puffer
n02655020 pufferfish
n02655020 blowfish
n02826068 bell_jar
n07895435 claret
n03495671 harpoon
n02407959 buffalo
n02449183 wolverine
n07599911 peanut_brittle
n04213353 sickle
n03858085 ossuary
n04291242 square
n03177165 depilatory
n02200850 aedes_aegypti
n03492087 hansom
n03492087 hansom_cab
n01617443 bearded_vulture
n01617443 lammergeier
n07617708 plum_pudding
n07617708 christmas_pudding
n11706942 laurel_tree
n11706942 red_bay
n11706942 persea_borbonia
n04264628 space_bar
n12867826 skullcap
n04272054 spectacles
n04272054 specs
n04272054 eyeglasses
n04272054 glasses
n07739923 baldwin
n04403638 telescope
n04403638 scope
n03844233 oil_paint
n02693246 air_terminal
n02693246 airport_terminal
n11748002 legume
n02129463 lioness
n07248320 book_jacket
n07248320 dust_cover
n07248320 dust_jacket
n12761702 pistachio
n12761702 pistachio_tree
n11926833 arnica
n02970685 car_seat
n02587877 yellowtail
n12104501 herbage
n12104501 pasturage
n02321529 sea_cucumber
n02321529 holothurian
n03075634 combine
n02505063 woolly_mammoth
n04361095 supporting_structure
n02119477 red_fox
n07816296 bay_leaf
n04280970 spit
n01978455 rock_crab
n07561590 dietary
n07892813 white_wine
n12858150 monarda
n03411079 gaiter
n03499907 hawaiian_guitar
n03499907 steel_guitar
n04057047 razor
n02381460 wild_horse
n13108481 sapling
n04074963 remote_control
n04074963 remote
n12330891 bayberry
n03796605 mudguard
n02448060 meles_meles
n02427724 waterbuck
n12307756 privet
n07573563 square_meal
n03568818 induction_coil
n03255030 dumbbell
n09457979 tidal_basin
n03024064 choir
n07585208 broth
n07585208 stock
n04536595 gamba
n04536595 bass_viol
n12031927 ironweed
n12031927 vernonia
n01692333 gila_monster
n12033709 immortelle
n02090475 wolfhound
n03838298 objective
n03838298 objective_lens
n00475787 softball
n00475787 softball_game
n10803978 yogi
n03972372 poacher
n03549732 hurricane_deck
n03549732 promenade_deck
n03615655 khimar
n12861345 phlomis
n03775847 mizzenmast
n03775847 mizzen
n03775847 mizen
n02431785 wapiti
n02431785 elk
n02431785 american_elk
n02412787 hog
n02412787 hogget
n02412787 hogg
n03561573 imaret
n01588002 brown_thrasher
n03043693 clinker
n03043693 clinker_brick
n04545748 walker
n03156279 cylinder
n02987492 saber
n02987492 sabre
n02380464 polo_pony
n13133613 ear
n13133613 spike
n13133613 capitulum
n02343320 golden_hamster
n02343320 syrian_hamster
n04108999 rope_tow
n04023249 punch
n04023249 puncher
n12470512 greenbrier
n12470512 brier
n12470512 briar
n04510706 universal_joint
n04510706 universal
n02650050 gurnard
n04323819 stocking
n07601175 lemon_peel
n12592058 nipa_palm
n09336555 lather
n02424486 greater_kudu
n04613939 zamboni
n03437741 gingham
n13092240 ascospore
n03448031 gordian_knot
n02935891 cafeteria
n03822656 newsstand
n12180168 mahoe
n12180168 hibiscus_tiliaceus
n07735687 radish
n02692877 airship
n02692877 dirigible
n04023695 punch_bowl
n04549919 ward
n04549919 hospital_ward
n03717622 manhole_cover
n01880152 kangaroo_rat
n05449196 osteocyte
n02631775 white_marlin
n12665271 woodruff
n04602840 works
n04602840 workings
n07762114 papaw
n07762114 pawpaw
n13917785 truncated_cone
n03073977 column
n03073977 pillar
n02030224 reeve
n11635152 white_cedar
n02519862 blue_catfish
n02519862 blue_cat
n04402057 telephone_line
n04402057 phone_line
n04402057 subscriber_line
n04402057 line
n02417663 pasang
n02417663 capra_aegagrus
n03491724 halter
n03491724 hemp
n02960690 carabiner
n02960690 karabiner
n02114712 red_wolf
n02114712 maned_wolf
n04384910 taillight
n04384910 tail_lamp
n04384910 rear_light
n04384910 rear_lamp
n01443537 goldfish
n01443537 carassius_auratus
n10164233 headmaster
n10164233 schoolmaster
n10164233 master
n01916187 gorgonian
n02300797 silkworm
n03615300 khadi
n03615300 khaddar
n01615121 sea_eagle
n02303284 cecropia
n04340750 strongbox
n02533209 pilchard
n02533209 sardine
n02523427 burbot
n02523427 eelpout
n02523427 ling
n02523427 cusk
n03825788 nipple
n03692522 loupe
n01644373 tree_frog
n01644373 tree_frog
n03075097 comb
n04397768 teakettle
n03105645 corbel_arch
n04524594 velcro
n04502059 turret_clock
n03992703 pottery
n07612632 pudding
n02412210 wether
n03643253 laser
n02407521 guernsey
n09308572 iceberg
n09308572 berg
n01847978 black_duck
n12833985 streptocarpus
n02860640 grip
n02133161 black_bear
n02133161 ursus_americanus
n12710415 clementine
n02590094 hogfish
n02942349 camcorder
n07697313 cheeseburger
n12274863 blackjack_oak
n12274863 blackjack
n04185804 shaver
n04185804 electric_shaver
n04185804 electric_razor
n02005790 ibis
n07918706 swizzle
n07745940 strawberry
n01468238 tunicate
n03674842 linocut
n03545150 house
n14975598 papyrus
n12244650 rosebay
n12711182 tangelo
n07755929 cantaloupe
n12717644 dika
n02920164 bunk
n02413050 black_sheep
n09452760 swell
n11709674 magnolia
n01688961 moloch
n01655344 caecilian
n02912065 buffet
n02912065 counter
n02912065 sideboard
n04285803 sportswear
n04285803 athletic_wear
n04285803 activewear
n02979074 cassette_deck
n02682922 aerosol
n02682922 aerosol_can
n02682922 spray_can
n04243546 slot
n09283405 foothill
n04236935 cascabel
n12744387 litchi
n12744387 litchi_chinensis
n03256032 dumpster
n00449695 boat_racing
n07895710 cabernet
n07895710 cabernet_sauvignon
n11954161 creeping_thistle
n11954161 cirsium_arvense
n07852614 brie
n07869611 jambalaya
n12890265 veronica
n12890265 speedwell
n10298912 master
n10298912 captain
n10298912 sea_captain
n10298912 skipper
n03050655 clothes_dryer
n03943920 pinstripe
n01972131 architeuthis
n01972131 giant_squid
n12464476 hellebore
n02094433 yorkshire_terrier
n12731401 poplar
n12731401 poplar_tree
n12548280 medic
n12548280 medick
n12548280 trefoil
n13133932 spadix
n02639605 paddlefish
n02639605 duckbill
n13007034 fairy_ring
n03726116 massage_parlor
n02377388 gelding
n03099147 convector
n12877838 antirrhinum_majus
n07599998 chewing_gum
n07599998 gum
n02787622 banjo
n13054560 bolete
n02686568 aircraft
n10041887 earner
n04373894 sword
n04373894 blade
n04373894 brand
n04373894 steel
n01552813 ovenbird
n03086580 concert_hall
n01946630 nerita
n03258192 vacuum_bag
n03811444 navigational_system
n02796318 barrette
n03832673 notebook
n03832673 notebook_computer
n02080415 elephant_seal
n13897528 hypotenuse
n04535524 villa
n03097535 control_circuit
n12407715 chinese_elm
n12407715 ulmus_parvifolia
n04142434 scalpel
n02424589 lesser_kudu
n11943407 calendula
n12413165 iris_cristata
n07926250 lemonade
n12339831 clove
n12339526 clove
n12085267 stelis
n11961100 mum
n04235771 sleeper
n04205062 short_iron
n01319685 by_catch
n01319685 bycatch
n04283378 spoke
n04283378 radius
n04447861 toilet_seat
n12755876 japanese_maple
n12755876 acer_palmatum
n12399132 mulberry
n12399132 mulberry_tree
n01529672 finch
n07711232 home_fries
n03524150 hockey_stick
n03393761 freewheel
n03838899 oboe
n03838899 hautbois
n12316444 liquidambar
n09215023 baryon
n10224578 journalist
n02903204 broadcaster
n02903204 spreader
n03445777 golf_ball
n03240140 electric_drill
n07773428 coconut_milk
n07773428 coconut_water
n03016737 chicken_run
n04378956 tabi
n02556846 perch
n02734835 architrave
n02319555 sand_dollar
n03270854 electric_blanket
n01842504 puffbird
n02726017 ao_dai
n07911249 sambuca
n04361937 surcoat
n12404729 trumpet_tree
n02755140 attache
n02981321 catalytic_converter
n03375171 foghorn
n11956348 horseweed
n11956348 fleabane
n03467068 guillotine
n04173907 serape
n12058822 dactylorhiza_fuchsii
n02656301 burrfish
n03304197 exocet
n01915811 coral
n01602630 vireo
n03518135 highball_glass
n13135832 seed
n07560652 fare
n12336224 red_gum
n12336224 marri
n02109525 saint_bernard
n02109525 st_bernard
n03970156 plunger
n09444783 star
n01611800 gyrfalcon
n00288000 dressage
n04454654 topgallant
n09436444 ski_slope
n04326896 stool
n04963111 sanguine
n04181228 shackle
n04181228 bond
n04181228 hamper
n04181228 trammel
n04615226 zither
n02375438 stablemate
n02375438 stable_companion
n03703463 mackinaw
n03693860 lowboy
n04521863 variometer
n12023108 feverfew
n07720084 sugar_beet
n11875523 brassica_oleracea
n02405440 banteng
n02405440 banting
n01583209 butcherbird
n04187233 sheathing
n04187233 overlay
n04482393 tricycle
n04482393 trike
n04482393 velocipede
n01697457 nile_crocodile
n09403086 rabbit_hole
n01449374 mosquitofish
n04979002 aposematic_coloration
n04979002 warning_coloration
n03314608 faceplate
n04127521 safety_razor
n03115897 couch
n03296217 escape_wheel
n03260206 dye_works
n07743902 cranberry
n01445429 buffalo_fish
n04404997 television_camera
n04404997 tv_camera
n04404997 camera
n04372370 switch
n04372370 electrical_switch
n10150071 guard
n07749446 kumquat
n01795088 grouse
n07764315 sapodilla
n07764315 sapota
n03681813 local_oscillator
n02470709 anthropoid
n07585906 gumbo
n03459775 grille
n03459775 radiator_grille
n04555897 watch
n04555897 ticker
n07924834 orange_juice
n07924276 nectar
n09448690 streambed
n09448690 creek_bed
n01958038 quahog
n04171208 semaphore
n12427184 tiger_lily
n03188531 diaper
n03188531 nappy
n03188531 napkin
n09189157 aerie
n09189157 eyrie
n03941684 pincer
n03941684 tweezer
n12399899 osage_orange
n01641577 bullfrog
n13881644 star
n03419014 garment
n12137791 durra
n12137791 doura
n12137791 guinea_corn
n02522399 cod
n02522399 codfish
n03991443 voltage_divider
n03056583 coaming
n07870069 souvlaki
n02995871 centrifugal_pump
n02311060 larva
n04146504 school_bell
n12141385 grain
n07838233 spaghetti_sauce
n07838233 pasta_sauce
n02868975 cupel
n07908567 amaretto
n03067518 cold_frame
n03254737 dulcimer
n12305475 red_ash
n03440216 gps
n01491874 dogfish
n03325288 fauld
n03425595 gas_range
n03425595 gas_stove
n12086012 vanda
n04962240 charcoal
n04962240 charcoal_grey
n04962240 charcoal_gray
n04211857 shuttle
n02951358 canoe
n02264885 green_lacewing
n04214046 sideboard
n02536456 chinook
n02536456 chinook_salmon
n02536456 king_salmon
n02536456 oncorhynchus_tshawytscha
n15090065 retinol
n01579260 raven
n01579260 corvus_corax
n02099601 golden_retriever
n11723227 monkshood
n02058221 albatross
n03730153 materiel
n03730153 equipage
n03484931 magnifying_glass
n03743016 megalith
n03743016 megalithic_structure
n02021795 seabird
n02021795 sea_bird
n04328946 storage_space
n01794158 turkey
n01794158 meleagris_gallopavo
n11626826 red_spruce
n11626826 picea_rubens
n07768694 pomegranate
n01397690 arame
n03386011 fortress
n03386011 fort
n04008634 projectile
n04008634 missile
n04559730 water_glass
n07861247 pancake_batter
n04325208 stockyard
n04453156 toothbrush
n04038338 single_shell
n02888569 bracket
n03485309 hand_grenade
n01730960 blacksnake
n01730960 black_racer
n01730960 coluber_constrictor
n02823428 beer_bottle
n04574348 whaleboat
n03035715 cistern
n03035715 water_tank
n12112609 buffalo_grass
n12095647 moneywort
n02090129 harrier
n12777680 snowbell
n11624531 spruce
n01468712 ascidian
n01557962 mistle_thrush
n03941231 pinata
n03639230 landing_skid
n12779603 pitcher_plant
n07655263 saute
n04347519 submachine_gun
n03013850 chenille
n07623136 pastry
n07623136 pastry_dough
n03728437 match
n03728437 lucifer
n03728437 friction_match
n07922764 cocoa
n07922764 chocolate
n07922764 hot_chocolate
n07922764 drinking_chocolate
n02969323 carriageway
n01613615 young_bird
n13037406 gyromitra
n02802544 basketball_court
n03467796 guitar_pick
n02753394 atomic_clock
n04479287 trench_knife
n07805254 mash
n04525417 veneer
n04525417 veneering
n01997825 ostracod
n04421872 thermometer
n03533654 hookup
n02122510 alley_cat
n04230603 ski_pole
n12100187 barbasco
n12171966 okra
n12171966 gumbo
n03199647 diner
n13915023 ovoid
n01686044 racerunner
n09239302 cavern
n02387093 percheron
n03505667 headset
n12164656 cantaloupe
n02878222 bottom
n02878222 freighter
n02878222 merchantman
n02878222 merchant_ship
n01539573 sparrow
n04219424 silk
n11618861 larch
n11618861 larch_tree
n04232312 skybox
n03861271 outrigger
n12260799 beech
n12260799 beech_tree
n03683606 locker
n04532504 vestry
n04532504 sacristy
n07868200 french_toast
n12643313 myrobalan
n13108545 shade_tree
n12045860 arethusa
n04310507 steam_shovel
n04028764 pylon
n03413828 game
n03884778 pantheon
n07596566 demerara
n12733647 aspen
n04037443 racer
n04037443 race_car
n04037443 racing_car
n04122825 poke
n04122825 paper_bag
n02907656 peacemaker
n11769176 desert_rose
n11769176 adenium_obesum
n03389761 4wd
n04091097 rig
n14891255 greek_fire
n03411927 gallery
n04086446 revolving_door
n04086446 revolver
n01751215 banded_krait
n02757061 audio_cd
n07720875 bell_pepper
n04525191 velveteen
n12421467 narcissus
n03487331 handloom
n12489815 poinciana
n12227658 tree_heath
n12227658 briar
n12227658 brier
n04491388 truncheon
n04491388 nightstick
n04491388 baton
n04491388 billy
n04491388 billy_club
n02749169 headache_powder
n04110068 rose_water
n03490649 handwheel
n07852376 gorgonzola
n03201776 dinner_jacket
n03201776 tux
n03201776 tuxedo
n03201776 black_tie
n01674990 gecko
n02772435 badminton_court
n02682811 aerial_torpedo
n03291819 envelope
n02777734 balcony
n03425413 gas_pump
n03425413 gasoline_pump
n03425413 petrol_pump
n02275773 tortoiseshell
n02275773 tortoiseshell_butterfly
n04227900 skewer
n02402425 cattle
n02402425 cows
n02402425 kine
n02402425 oxen
n02402425 bos_taurus
n02857644 boardroom
n02857644 council_chamber
n03334382 fieldwork
n01614343 golden_eagle
n01614343 aquila_chrysaetos
n02823848 beer_hall
n07914995 gimlet
n11757017 gidgee
n04050066 rake
n03911658 penknife
n04555700 wastebasket
n02301452 saturniid
n04136161 sari
n04136161 saree
n04140777 sawmill
n02098550 sporting_dog
n02098550 gun_dog
n12557064 kidney_bean
n09269882 draw
n12768682 buckeye
n12768682 horse_chestnut
n12768682 conker
n12294124 gentianella
n03116767 counter
n03116767 tabulator
n01978287 dungeness_crab
n02186153 flea
n02007558 flamingo
n01339083 hs1
n02220804 carpenter_ant
n03667829 light_microscope
n07586718 pepper_pot
n07726525 mushy_peas
n03388183 fountain_pen
n02028175 yellowlegs
n03055857 coach_house
n03055857 carriage_house
n03055857 remise
n03124170 cowboy_hat
n03225988 double_bed
n03732020 mauser
n03318136 fairlead
n12246232 blueberry
n07801342 silage
n02029087 curlew_sandpiper
n09327077 kopje
n04114719 router
n01982650 lobster
n04550184 wardrobe
n04550184 closet
n04550184 press
n02157206 hexapod
n02738535 armchair
n04153751 screw
n02984699 cathode
n02861286 bodega
n04264765 space_capsule
n04264765 capsule
n03363549 flintlock
n02777402 balance_wheel
n02777402 balance
n12319414 juglans_regia
n07724943 bean
n03143400 crystal_detector
n04146343 schoolbag
n07598928 barley_sugar
n01799679 curassow
n11772408 periwinkle
n11772408 madagascar_periwinkle
n11772408 old_maid
n11772408 catharanthus_roseus
n10185793 horseman
n10185793 equestrian
n10185793 horseback_rider
n00464651 outdoor_game
n04453390 toothpick
n07900616 madeira
n03204558 dip_switch
n03837422 oar
n02624987 chub_mackerel
n02624987 tinker
n01451426 soldierfish
n10263411 lineman
n03770224 minicomputer
n00470966 rugby
n00470966 rugby_football
n00470966 rugger
n06266633 fleet_street
n04973585 brick_red
n02861777 bodkin
n11817914 chickweed
n01538955 honeycreeper
n11693981 custard_apple
n03194297 differential_gear
n03194297 differential
n07890352 stout
n04019881 pullback
n04148703 sconce
n03206282 disco
n03206282 discotheque
n03381450 force_pump
n02803934 bass_fiddle
n02803934 bass_viol
n02803934 double_bass
n02803934 contrabass
n02803934 string_bass
n03831757 nose_flute
n03015254 chest
n03015254 bureau
n03015254 dresser
n04415257 test_equipment
n04520962 vaporizer
n04520962 vaporiser
n02539424 lake_whitefish
n04119751 rundle
n04119751 spoke
n04119751 rung
n01967963 piddock
n03233624 drawbar
n12369309 hypericum_perforatum
n04215402 sidewalk
n04215402 pavement
n03510244 heat_sink
n03153246 cutlass
n07561112 diet
n12263987 chinquapin
n01963571 mussel
n11685091 pip
n02641379 gar
n02641379 garfish
n02641379 billfish
n03219859 dolman
n12217851 grevillea_banksii
n03798982 multiplex
n03108624 core_drill
n02976455 casement_window
n03322570 farm_building
n07888909 malt
